Name, Party, n_Spouses, n_Children, Religion, Birthyear 
Scott_Slater, Democratic Party (United States), 0, 0, None, 1975 
Scott_Slifka, Democratic Party (United States), 0, 0, None, 1974 
Scott_Smith_(American_politician), Republican Party (United States), 0, 0, The Church of Jesus Christ of Latter-day Saints, None 
Scott_Stringer, Democratic Party (United States), 0, 0, None, 1960 
Scott_Suder, Republican Party (United States), 0, 0, None, 1968 
Scott_Surovell, Democratic Party (United States), 0, 0, None, 1971 
Scott_T._Rupp, Republican Party (United States), 0, 0, Catholic Church, 1973 
Scott_Taylor_(politician), Republican Party (United States), 0, 0, Christianity, 1979 
Scott_Tipton, Republican Party (United States), 0, 0, Anglicanism, 1956 
Scott_Turner_(politician), Republican Party (United States), 0, 0, None, 1972 
Scott_W._Boyd, Republican Party (United States), 0, 0, None, None 
Scott_W._Lucas, Democratic Party (United States), 0, 0, None, 1892 
Scott_Wagner, Republican Party (United States), 0, 0, None, None 
Scott_Walker, Republican Party (United States), 1, 0, Nondenominational Christianity, 1967 
Scott_White_(politician), Democratic Party (United States), 0, 0, None, 1970 
Scott_Wiener, Democratic Party (United States), 0, 0, None, 1970 
Scotty_Baesler, Democratic Party (United States), 0, 0, None, 1941 
Scribner_Fauver, Republican Party (United States), 0, 0, None, 1931 
Scudder_Parker, Democratic Party (United States), 0, 0, None, 1943 
Seamus_McCaffery, Democratic Party (United States), 0, 0, None, 1950 
Sean_Bielat, Republican Party (United States), 0, 0, Catholic Church, 1975 
Sean_Burrage, Democratic Party (United States), 0, 0, United Methodist Church, 1968 
Sean_Connaughton, Republican Party (United States), 0, 0, None, None 
Sean_Connors, Democratic Party (United States), 0, 0, None, 1969 
Sean_Curran_(politician), Democratic Party (United States), 0, 0, None, 1977 
Sean_D._Logan, Democratic Party (United States), 0, 0, None, 1966 
Sean_Duffy, Republican Party (United States), 1, 0, Catholic Church, 1971 
Sean_Eberhart, Republican Party (United States), 0, 0, None, None 
Sean_Eldridge, Democratic Party (United States), 1, 0, None, 1986 
Sean_Elsbernd, Democratic Party (United States), 0, 0, None, 1976 
Sean_Faircloth, Democratic Party (United States), 0, 0, None, 1960 
Sean_Garballey, Democratic Party (United States), 0, 0, Catholic Church, 1985 
Sean_Hanna, Republican Party (United States), 0, 0, None, 1961 
Sean_Logan, Democratic Party (United States), 0, 0, Catholic Church, 1970 
Sean_M._Morrison, Republican Party (United States), 0, 0, Catholic Church, 1967 
Sean_M._Ramaley, Democratic Party (United States), 0, 0, Catholic Church, 1975 
Sean_McCann_(politician), Democratic Party (United States), 0, 0, None, None 
Sean_O'Brien_(Ohio), Democratic Party (United States), 0, 0, None, None 
Sean_O'Brien_(Ohio_politician), Democratic Party (United States), 0, 0, None, None 
Sean_O._Cota, Democratic Party (United States), 0, 0, None, 1963 
Sean_Parnell, Republican Party (United States), 0, 0, Nondenominational Christianity, 1962 
Sean_Patrick_Maloney, Democratic Party (United States), 0, 0, Catholic Church, 1966 
Sean_Penn, Democratic Party (United States), 2, 1, None, 1960 
Sean_Reilly, Democratic Party (United States), 0, 0, Protestantism, 1961 
Sean_Reyes, Republican Party (United States), 0, 0, The Church of Jesus Christ of Latter-day Saints, 1971 
Sean_Ryan_(American_politician), Democratic Party (United States), 0, 0, None, None 
Sean_Tindell, Republican Party (United States), 0, 0, Baptists, 1973 
Sean_Wallentine, Republican Party (United States), 0, 0, Christian, 1970 
Sean_Wiley, Democratic Party (United States), 0, 0, Catholicism, 1971 
Sebastian_Giuliano, Republican Party (United States), 0, 0, None, 1952 
Sedgwick_Kistler, Democratic Party (United States), 0, 0, None, None 
Seelig_Wise, Republican Party (United States), 0, 0, Southern Baptist Convention, 1913 
Selden_P._Spencer, Republican Party (United States), 0, 0, None, 1862 
Selim_Noujaim, Republican Party (United States), 0, 0, None, None 
Selwyn_N._Owen, Democratic Party (United States), 0, 0, None, 1836 
Selwyn_Z._Bowman, Republican Party (United States), 0, 0, None, 1840 
Senfronia_Thompson, Democratic Party (United States), 0, 0, None, 1939 
Sereno_E._Payne, Republican Party (United States), 0, 0, None, 1843 
Sergio_Munoz, Democratic Party (United States), 0, 0, None, 1982 
Serranus_Clinton_Hastings, Democratic Party (United States), 0, 0, Catholicism, 1814 
Seth_Berry, Democratic Party (United States), 0, 0, None, 1968 
Seth_C._Moffatt, Republican Party (United States), 0, 0, None, 1841 
Seth_Grove, Republican Party (United States), 0, 0, None, None 
Seth_Hammett, Democratic Party (United States), 0, 0, None, 1946 
Seth_L._Milliken, Republican Party (United States), 0, 0, None, 1831 
Seth_Low, Republican Party (United States), 0, 0, Episcopal Church (United States), 1850 
Seth_Magaziner, Democratic Party (United States), 0, 0, None, 1983 
Seth_McKeel, Republican Party (United States), 0, 0, Methodism, 1975 
Seth_Morgan_(politician), Republican Party (United States), 0, 0, Baptists, 1978 
Seth_Moulton, Democratic Party (United States), 0, 0, Christianity, 1978 
Seth_P._Waxman, Democratic Party (United States), 0, 0, None, 1951 
Seth_Padelford, Republican Party (United States), 0, 0, Unitarianism, 1807 
Seth_Taft, Republican Party (United States), 0, 0, None, 1922 
Seth_W._Brown, Republican Party (United States), 0, 0, None, 1841 
Seth_Walker_Norman, Democratic Party (United States), 0, 0, None, 1934 
Seth_Whipper, Democratic Party (United States), 0, 0, None, 1949 
Setti_Warren, Democratic Party (United States), 0, 0, Catholic Church, 1970 
Seward_H._Williams, Republican Party (United States), 0, 0, None, 1870 
Sextus_Barbour, Democratic Party (United States), 0, 0, Presbyterianism, 1813 
Seymour_Halpern, Republican Party (United States), 0, 0, Judaism, 1913 
Shady_Wall, Democratic Party (United States), 0, 0, None, 1922 
Shailagh_Murray, Democratic Party (United States), 0, 0, None, None 
Shan_Tsutsui, Democratic Party (United States), 0, 0, None, 1971 
Shane_Bemis, Republican Party (United States), 0, 0, None, None 
Shane_Broadway, Democratic Party (United States), 0, 0, Baptists, 1972 
Shane_Cultra, Republican Party (United States), 0, 0, None, None 
Shane_Jett, Republican Party (United States), 0, 0, Christian, 1974 
Shane_Martin, Republican Party (United States), 0, 0, None, 1971 
Shane_Osborn, Republican Party (United States), 0, 0, None, 1974 
Shane_Pendergrass, Democratic Party (United States), 0, 0, None, 1950 
Shane_Robinson_(politician), Democratic Party (United States), 0, 0, Methodism, 1976 
Shane_Schoeller, Republican Party (United States), 0, 0, Baptists, 1971 
Shannon_Augare, Democratic Party (United States), 0, 0, None, None 
Shannon_Erickson, Republican Party (United States), 0, 0, None, 1958 
Shannon_Jones, Republican Party (United States), 0, 0, Catholicism, 1970 
Shannon_McMillan, Republican Party (United States), 0, 0, None, 1960 
Shannon_O'Brien, Democratic Party (United States), 1, 0, None, 1959 
Shannon_R._Valentine, Democratic Party (United States), 0, 0, Episcopal Church (United States), 1959 
Shannon_Robinson, Democratic Party (United States), 0, 0, None, 1948 
Shantel_Krebs, Republican Party (United States), 1, 0, Evangelical Lutheran Church in America, 1973 
Shanti_Gandhi, Republican Party (United States), 0, 0, None, None 
Shap_Smith, Democratic Party (United States), 0, 0, None, 1965 
Shari_Cantor, Democratic Party (United States), 0, 0, Judaism, 1959 
Sharon_Beasley-Teague, Democratic Party (United States), 0, 0, Christian, 1952 
Sharon_Brown_(Washington_politician), Republican Party (United States), 0, 0, None, None 
Sharon_Bulova, Democratic Party (United States), 0, 0, None, 1947 
Sharon_Cissna, Democratic Party (United States), 0, 0, Unitarian Universalism, 1942 
Sharon_Clahchischilliage, Republican Party (United States), 0, 0, None, None 
Sharon_Davis, Democratic Party (United States), 1, 0, None, 1954 
Sharon_Denise_Dixon, Democratic Party (United States), 0, 0, None, None 
Sharon_Har, Democratic Party (United States), 0, 0, None, None 
Sharon_Hewitt, Republican Party (United States), 0, 0, None, None 
Sharon_J._Merchant, Republican Party (United States), 0, 0, Episcopal Church (United States), 1963 
Sharon_Keller, Republican Party (United States), 0, 0, Catholic Church, 1953 
Sharon_L._Kennedy, Republican Party (United States), 0, 0, None, 1962 
Sharon_Nelson, Democratic Party (United States), 0, 0, None, None 
Sharon_Nordgren, Democratic Party (United States), 0, 0, Church of Christ, 1943 
Sharon_Pollard, Democratic Party (United States), 1, 0, None, 1950 
Sharon_Pratt_Kelly, Democratic Party (United States), 1, 0, Episcopal Church (United States), 1944 
Sharon_Pritchett, Democratic Party (United States), 0, 0, Baptists, 1951 
Sharon_Runner, Republican Party (United States), 1, 0, None, 1954 
Sharon_Tomiko_Santos, Democratic Party (United States), 0, 0, None, 1961 
Sharon_Weston_Broome, Democratic Party (United States), 0, 0, Baptists, None 
Sharon_Wylie, Democratic Party (United States), 0, 0, None, 1949 
Sharpe_James, Democratic Party (United States), 0, 0, None, 1936 
Sharron_Angle, Republican Party (United States), 0, 0, Southern Baptist Convention, 1949 
Shaun_Donovan, Democratic Party (United States), 0, 0, None, 1966 
Shaun_P._Kelly, Republican Party (United States), 0, 0, None, 1964 
Shaunna_O'Connell, Republican Party (United States), 0, 0, None, 1970 
Shavar_Jeffries, Democratic Party (United States), 0, 0, None, None 
Shavonda_E._Sumter, Democratic Party (United States), 0, 0, None, 1974 
Shawn_Flaherty, Democratic Party (United States), 0, 0, None, None 
Shawn_Hamerlinck, Republican Party (United States), 0, 0, None, None 
Shawn_Harrison_(politician), Republican Party (United States), 0, 0, Methodism, 1965 
Shawn_Jasper, Republican Party (United States), 0, 0, None, 1959 
Shawn_Keough, Republican Party (United States), 0, 0, Protestantism, 1959 
Shawn_Lindsay, Republican Party (United States), 0, 0, The Church of Jesus Christ of Latter-day Saints, 1973 
Shawn_Mickelonis, Democratic Party (United States), 0, 0, None, None 
Shawn_Mitchell, Republican Party (United States), 0, 0, None, None 
Shawn_O'Hara, Democratic Party (United States), 0, 0, None, None 
Shawn_Webster, Republican Party (United States), 0, 0, Christian, 1949 
Shawn_Womack, Republican Party (United States), 0, 0, None, 1972 
Shawn_Z._Tarrant, Democratic Party (United States), 0, 0, Baptists, 1965 
Sheila_Bair, Republican Party (United States), 0, 0, Lutheranism, 1954 
Sheila_Butt, Republican Party (United States), 0, 0, Church of Christ, 1951 
Sheila_Dixon, Democratic Party (United States), 0, 0, African Methodist Episcopal Church, 1953 
Sheila_E._Hixson, Democratic Party (United States), 0, 0, None, 1933 
Sheila_Frahm, Republican Party (United States), 0, 0, None, 1945 
Sheila_Jackson_Lee, Democratic Party (United States), 1, 0, Seventh-day Adventist Church, 1950 
Sheila_Klinker, Democratic Party (United States), 0, 0, Catholic Church, 1938 
Sheila_Kuehl, Democratic Party (United States), 0, 0, None, 1941 
Sheila_Leslie, Democratic Party (United States), 0, 0, Methodism, 1955 
Sheila_Miller, Republican Party (United States), 0, 0, None, 1952 
Sheila_Oliver, Democratic Party (United States), 0, 0, None, 1952 
Sheila_Roberge, Republican Party (United States), 0, 0, None, None 
Sheila_Simon, Democratic Party (United States), 0, 0, None, 1961 
Sheila_Widnall, Democratic Party (United States), 0, 0, None, 1938 
Sheilla_Lampkin, Democratic Party (United States), 0, 0, None, None 
Shelby_Cullom_Davis, Republican Party (United States), 1, 1, None, 1909 
Shelby_M._Jackson, Democratic Party (United States), 0, 0, None, 1903 
Shelby_Moore_Cullom, Republican Party (United States), 0, 0, None, 1829 
Shelby_Smith, Republican Party (United States), 0, 0, None, 1927 
Sheldon_Adelson, Republican Party (United States), 0, 0, None, 1933 
Sheldon_Silver, Democratic Party (United States), 0, 0, Orthodox Judaism, 1944 
Sheldon_Wasserman, Democratic Party (United States), 0, 0, None, 1961 
Sheldon_Whitehouse, Democratic Party (United States), 0, 0, Episcopal Church (United States), 1955 
Shelley_Berkley, Democratic Party (United States), 0, 0, Judaism, 1951 
Shelley_Hughes, Republican Party (United States), 0, 0, None, 1958 
Shelley_Keeney, Republican Party (United States), 0, 0, Methodism, 1979 
Shelley_Mayer, Democratic Party (United States), 0, 0, None, None 
Shelley_Midura, Democratic Party (United States), 0, 0, None, 1966 
Shelley_Moore_Capito, Republican Party (United States), 0, 1, Presbyterianism, 1953 
Shelley_Sekula-Gibbs, Republican Party (United States), 0, 0, Catholic Church, 1953 
Shelley_Vana, Democratic Party (United States), 0, 0, None, 1951 
Shelli_VanDenburgh, Democratic Party (United States), 0, 0, None, 1969 
Shelli_Yoder, Democratic Party (United States), 0, 0, None, 1968 
Shelly_M._Shelton, Republican Party (United States), 0, 0, None, None 
Shelly_Short, Republican Party (United States), 0, 0, Catholic Church, 1962 
Shelly_Willingham, Democratic Party (United States), 0, 0, None, 1943 
Shelton_Leake, Democratic Party (United States), 0, 0, None, 1812 
Shemia_Fagan, Democratic Party (United States), 0, 0, None, None 
Sher_Valenzuela, Republican Party (United States), 0, 0, None, None 
Sheri_Jesiel, Republican Party (United States), 0, 0, None, 1958 
Sheridan_Downey, Democratic Party (United States), 0, 0, None, 1884 
Sherman_A._Bernard, Democratic Party (United States), 0, 0, Catholic Church, 1925 
Sherman_Adams, Republican Party (United States), 0, 0, None, 1899 
Sherman_Everett_Burroughs, Republican Party (United States), 0, 2, None, 1870 
Sherman_L._Hill, Republican Party (United States), 0, 0, None, 1911 
Sherman_Minton, Democratic Party (United States), 0, 0, Catholic Church, 1890 
Sherman_P._Lloyd, Republican Party (United States), 0, 0, The Church of Jesus Christ of Latter-day Saints, None 
Sherman_Q._Mack, Republican Party (United States), 0, 0, None, None 
Sherman_Reynolds, Republican Party (United States), 0, 0, None, 1878 
Sherman_W._Tribbitt, Democratic Party (United States), 0, 0, Presbyterian Church (USA), 1922 
Sherri_Lightner, Democratic Party (United States), 0, 0, None, None 
Sherri_Smith_Buffington, Republican Party (United States), 0, 0, Southern Baptist Convention, None 
Sherrie_Sprenger, Republican Party (United States), 0, 0, None, None 
Sherrod_Brown, Democratic Party (United States), 1, 0, Evangelical Lutheran Church in America, 1952 
Sherry_Appleton, Democratic Party (United States), 0, 0, None, 1942 
Sherry_Gay-Dagnogo, Democratic Party (United States), 0, 0, None, None 
Sherry_Jones_(politician), Democratic Party (United States), 0, 0, None, None 
Sherry_Roberts, Republican Party (United States), 0, 0, None, 1968 
Sherwood_Boehlert, Republican Party (United States), 0, 0, Catholic Church, 1936 
Sheryl_Allen, Republican Party (United States), 0, 0, The Church of Jesus Christ of Latter-day Saints, 1943 
Sheryl_Davis_Kohl, Republican Party (United States), 0, 0, Methodism, 1962 
Sheryl_M._Delozier, Republican Party (United States), 0, 0, None, None 
Sheryl_Nuxoll, Republican Party (United States), 0, 0, Catholic Church, 1951 
Sheryl_Spalding, Republican Party (United States), 0, 0, None, None 
Sheryl_Williams_Stapleton, Democratic Party (United States), 0, 0, None, None 
Shevrin_D._Jones, Democratic Party (United States), 0, 0, None, 1983 
Shirley_Breeden, Democratic Party (United States), 0, 0, None, None 
Shirley_Chater, Democratic Party (United States), 0, 0, None, 1932 
Shirley_Chilton, Republican Party (United States), 0, 0, None, 1923 
Shirley_Chisholm, Democratic Party (United States), 0, 0, None, 1924 
Shirley_D._Bowler, Republican Party (United States), 0, 0, Catholic Church, 1949 
Shirley_Dean, Democratic Party (United States), 0, 0, None, None 
Shirley_Franklin, Democratic Party (United States), 0, 0, None, 1945 
Shirley_Gomes, Republican Party (United States), 0, 0, None, 1940 
Shirley_Horton, Republican Party (United States), 0, 0, None, None 
Shirley_Hufstedler, Democratic Party (United States), 0, 0, None, 1925 
Shirley_Huntley, Democratic Party (United States), 0, 0, None, 1938 
Shirley_Kitchen, Democratic Party (United States), 0, 0, Baptists, 1946 
Shirley_Love_(politician), Democratic Party (United States), 0, 0, Methodism, 1933 
Shirley_MacLaine, Democratic Party (United States), 0, 1, None, 1934 
Shirley_McKague, Republican Party (United States), 0, 0, Christian, 1935 
Shirley_Nathan-Pulliam, Democratic Party (United States), 0, 0, None, 1939 
Shirley_Neil_Pettis, Republican Party (United States), 1, 0, Seventh-day Adventist Church, 1924 
Shirley_Palmer_(Kansas_politician), Democratic Party (United States), 0, 0, None, None 
Shirley_Ringo, Democratic Party (United States), 0, 0, Methodism, 1940 
Shirley_Smith_(politician), Democratic Party (United States), 0, 0, None, 1950 
Shirley_Temple, Republican Party (United States), 2, 1, None, 1928 
Shirley_Turner, Democratic Party (United States), 0, 0, None, 1941 
Shirley_W._Palmer-Ball, Republican Party (United States), 0, 0, None, 1930 
Shomwa_Shamapande, Democratic Party (United States), 0, 0, None, None 
Sid_Dinsdale, Republican Party (United States), 0, 0, Baptists, 1952 
Sid_Lovett, Democratic Party (United States), 0, 0, United Church of Christ, 1928 
Sid_McMath, Democratic Party (United States), 0, 0, None, 1912 
Sid_Michaels_Kavulich, Democratic Party (United States), 0, 0, None, None 
Sid_Miller_(politician), Republican Party (United States), 0, 0, Cowboy church, 1955 
Sid_Morrison, Republican Party (United States), 0, 0, None, 1933 
Sidney_A._Katz, Democratic Party (United States), 0, 0, None, None 
Sidney_Barthelemy, Democratic Party (United States), 0, 0, Catholic Church, 1942 
Sidney_Breese, Democratic Party (United States), 0, 0, None, 1800 
Sidney_Curtiss, Republican Party (United States), 0, 0, None, 1917 
Sidney_L._Jones, Republican Party (United States), 0, 0, The Church of Jesus Christ of Latter-day Saints, 1933 
Sidney_Leviss, Democratic Party (United States), 0, 0, None, 1917 
Sidney_Mathias, Republican Party (United States), 0, 0, Judaism, None 
Sidney_McCrory, Democratic Party (United States), 0, 0, United Methodist Church, 1911 
Sidney_Parham_Epes, Democratic Party (United States), 0, 0, None, 1865 
Sidney_Perham, Republican Party (United States), 0, 0, Universalist Church of America, 1819 
Sidney_Preston_Osborn, Democratic Party (United States), 0, 0, None, 1884 
Sidney_R._Yates, Democratic Party (United States), 0, 0, Judaism, 1909 
Sidney_Randolph_DeLong, Republican Party (United States), 0, 0, None, 1828 
Silas_A._Conrad, Republican Party (United States), 0, 0, None, 1840 
Silas_Bryan, Democratic Party (United States), 1, 0, None, 1822 
Silas_Hare, Democratic Party (United States), 0, 1, None, 1827 
Silas_L._Griffith, Republican Party (United States), 2, 0, None, 1837 
Silas_Reynolds_Barton, Republican Party (United States), 0, 0, None, 1872 
Silas_Sanderson, Republican Party (United States), 0, 0, None, None 
Silas_W._Lamoreux, Democratic Party (United States), 0, 0, None, 1843 
Silas_Wright, Democratic Party (United States), 0, 0, Presbyterianism, 1795 
Silvana_Tabares, Democratic Party (United States), 0, 0, None, None 
Silverio_Vega, Democratic Party (United States), 0, 0, None, 1956 
Silvestre_Reyes, Democratic Party (United States), 0, 0, Catholic Church, 1944 
Silvio_O._Conte, Republican Party (United States), 0, 0, Catholic Church, 1921 
Simcha_Felder, Democratic Party (United States), 0, 0, Jews, None 
Simeon_D._Fess, Republican Party (United States), 0, 0, None, 1861 
Simeon_Eben_Baldwin, Democratic Party (United States), 0, 0, None, 1840 
Simeon_P._Shope, Democratic Party (United States), 0, 0, None, 1837 
Simeon_S._Pennewill, Republican Party (United States), 0, 0, United Methodist Church, 1867 
Simeon_S._Willis, Republican Party (United States), 0, 0, Methodism, 1879 
Simon_B._Conover, Republican Party (United States), 0, 0, None, 1840 
Simon_Bamberger, Democratic Party (United States), 0, 0, Judaism, 1846 
Simon_Guggenheim, Republican Party (United States), 0, 0, None, 1867 
Simon_J._Schermerhorn, Democratic Party (United States), 0, 0, None, 1827 
Simon_Pollard_Hughes,_Jr., Democratic Party (United States), 0, 0, None, 1830 
Simone_B._Champagne, Democratic Party (United States), 0, 0, None, 1954 
Simone_Bell, Democratic Party (United States), 0, 0, None, None 
Sinclair_Weeks, Republican Party (United States), 0, 1, None, 1893 
Sioux_K._Grigsby, Republican Party (United States), 0, 0, None, 1873 
Sixty_Rayburn, Democratic Party (United States), 0, 1, Baptists, 1916 
Skip_Brion, Republican Party (United States), 0, 0, None, None 
Skip_Campbell, Democratic Party (United States), 0, 0, Catholicism, 1948 
Skip_Carnine, Republican Party (United States), 0, 0, Presbyterian Church in the United States, None 
Skip_Daly, Democratic Party (United States), 0, 0, None, None 
Skip_Priest, Republican Party (United States), 0, 0, None, 1950 
Skip_Rimsza, Republican Party (United States), 0, 0, None, 1955 
Skye_McNiel, Republican Party (United States), 0, 0, None, 1978 
Slade_Gorton, Republican Party (United States), 0, 0, Episcopal Church (United States), 1928 
Smedley_Darlington, Republican Party (United States), 0, 0, None, 1827 
Smith_Hickenlooper, Republican Party (United States), 0, 0, None, 1880 
Smith_S._Turner, Democratic Party (United States), 0, 0, None, 1842 
Smith_W._Brookhart, Republican Party (United States), 0, 0, None, 1869 
Socrates_Tuttle, Republican Party (United States), 0, 0, None, 1819 
Soia_Mentschikoff, Democratic Party (United States), 0, 0, None, 1915 
Sol_Kahoohalahala, Democratic Party (United States), 0, 0, None, 1951 
Solomon_Blatt,_Sr., Democratic Party (United States), 0, 0, None, 1895 
Solomon_Bundy, Republican Party (United States), 0, 0, None, 1823 
Solomon_L._Hoge, Republican Party (United States), 0, 0, None, 1836 
Solomon_L._Spink, Republican Party (United States), 0, 0, None, 1831 
Solomon_Luna, Republican Party (United States), 0, 0, Catholic Church, 1858 
Solomon_Ortiz,_Jr., Democratic Party (United States), 0, 0, None, 1977 
Solomon_P._Ortiz, Democratic Party (United States), 0, 0, Methodism, 1937 
Solomon_Robert_Dresser, Republican Party (United States), 0, 0, None, 1842 
Solomon_Scheu, Democratic Party (United States), 0, 0, None, 1822 
Solomon_W._Downs, Democratic Party (United States), 0, 0, None, None 
Solon_Borland, Democratic Party (United States), 0, 0, None, 1808 
Sondy_Pope-Roberts, Democratic Party (United States), 0, 0, None, 1950 
Sonia_Chang-Díaz, Democratic Party (United States), 0, 0, None, 1978 
Sonny_Bono, Republican Party (United States), 2, 1, ['Scientology', 'Catholic Church'], 1935 
Sonny_Borrelli, Republican Party (United States), 0, 0, None, None 
Sonny_Callahan, Republican Party (United States), 0, 0, Catholic Church, 1932 
Sonny_Perdue, Republican Party (United States), 0, 0, Southern Baptist Convention, 1946 
Sonya_Harper, Democratic Party (United States), 0, 0, None, None 
Sophia_Dallas, Democratic Party (United States), 1, 0, None, 1798 
Sophie_Masloff, Democratic Party (United States), 0, 0, Judaism, 1917 
South_Trimble, Democratic Party (United States), 0, 0, None, 1864 
Spark_Matsunaga, Democratic Party (United States), 0, 0, Catholic Church, 1916 
Speedy_Long, Democratic Party (United States), 0, 0, Baptists, 1928 
Spencer_Abraham, Republican Party (United States), 1, 0, Eastern Orthodox Church, 1952 
Spencer_Bachus, Republican Party (United States), 0, 0, Southern Baptist Convention, 1947 
Spencer_Black, Democratic Party (United States), 0, 0, None, 1950 
Spencer_Coggs, Democratic Party (United States), 0, 0, None, 1949 
Spencer_Cox_(politician), Republican Party (United States), 0, 0, The Church of Jesus Christ of Latter-day Saints, 1975 
Spencer_Frye, Democratic Party (United States), 0, 0, None, None 
Spencer_Hawley, Democratic Party (United States), 0, 0, None, None 
Spencer_Myrick, Democratic Party (United States), 0, 0, Baptists, 1918 
Spencer_Swalm, Republican Party (United States), 0, 0, Protestantism, None 
Spencer_Truman_Olin, Republican Party (United States), 0, 0, None, 1900 
Spessard_Holland, Democratic Party (United States), 0, 0, None, 1892 
Spiro_Agnew, Republican Party (United States), 1, 0, Episcopal Church (United States), 1918 
Stace_Nelson, Republican Party (United States), 0, 0, Lutheranism, 1967 
Stacey_Abrams, Democratic Party (United States), 0, 0, None, 1973 
Stacey_Campfield, Republican Party (United States), 0, 0, Catholic Church, 1968 
Stacey_E._Pickering, Republican Party (United States), 0, 0, None, 1968 
Stacey_Evans, Democratic Party (United States), 0, 0, None, None 
Stacey_Jordan, Republican Party (United States), 0, 0, Presbyterianism, 1970 
Stacey_Newman, Democratic Party (United States), 0, 0, None, 1954 
Stacey_Plaskett, Democratic Party (United States), 0, 0, None, None 
Stacy_Erwin_Oakes, Democratic Party (United States), 0, 0, None, 1973 
Stacy_Head, Democratic Party (United States), 0, 0, None, 1969 
Stacy_Ritter, Democratic Party (United States), 0, 0, Judaism, 1960 
Stan_Adelstein, Republican Party (United States), 0, 0, None, 1931 
Stan_Aronoff, Republican Party (United States), 0, 0, None, 1932 
Stan_Bingham, Republican Party (United States), 0, 0, None, 1945 
Stan_Blake, Democratic Party (United States), 0, 0, Baptists, 1954 
Stan_Cooper, Republican Party (United States), 0, 0, The Church of Jesus Christ of Latter-day Saints, 1940 
Stan_Kroenke, Republican Party (United States), 1, 2, None, 1947 
Stan_Lee_(politician), Republican Party (United States), 0, 0, None, 1961 
Stan_Lundine, Democratic Party (United States), 0, 0, None, 1939 
Stan_Mayfield, Republican Party (United States), 0, 0, Baptists, 1955 
Stan_Rosenberg, Democratic Party (United States), 0, 0, Judaism, 1949 
Stan_Saylor, Republican Party (United States), 0, 0, United Church of Christ, 1955 
Stan_Stephens, Republican Party (United States), 0, 0, Lutheranism, 1929 
Stanford_Lehr, Republican Party (United States), 0, 0, None, 1912 
Stanford_Morse, Democratic Party (United States), 0, 0, None, 1926 
Stanford_Parris, Republican Party (United States), 0, 0, Episcopal Church (United States), 1929 
Stanley_C._Walker, Democratic Party (United States), 0, 0, None, 1923 
Stanley_C._Wilson, Republican Party (United States), 0, 0, Universalist Church of America, 1879 
Stanley_E._Bowdle, Democratic Party (United States), 0, 0, Episcopal Church (United States), 1868 
Stanley_Gerzofsky, Democratic Party (United States), 0, 0, None, 1944 
Stanley_Gold, Democratic Party (United States), 0, 0, Judaism, 1942 
Stanley_H._Fox, Democratic Party (United States), 0, 0, None, 1929 
Stanley_H._Humphries, Republican Party (United States), 0, 0, Baptists, 1969 
Stanley_Jarolin, Democratic Party (United States), 0, 0, None, 1933 
Stanley_K._Hathaway, Republican Party (United States), 0, 0, Episcopal Church (United States), 1924 
Stanley_Kester, Republican Party (United States), 0, 0, None, 1929 
Stanley_L._Greigg, Democratic Party (United States), 0, 0, Evangelical Lutheran Church in America, 1931 
Stanley_Makowski, Democratic Party (United States), 0, 0, None, 1923 
Stanley_Meholchick, Democratic Party (United States), 0, 0, None, 1917 
Stanley_R._Tiner, Democratic Party (United States), 0, 0, Southern Baptist Convention, 1942 
Stanley_R._Tupper, Republican Party (United States), 0, 0, None, 1921 
Stanley_Steingut, Democratic Party (United States), 0, 0, None, 1920 
Stanley_Stroup, Republican Party (United States), 0, 0, None, 1904 
Stanley_W._Lyson, Republican Party (United States), 0, 0, None, 1936 
Stanley_W._Merrell, Democratic Party (United States), 0, 0, None, 1876 
Stanley_Woodward_Davenport, Democratic Party (United States), 0, 0, None, 1861 
Stansfield_Turner, Democratic Party (United States), 0, 0, Christian Science, 1923 
Stanyarne_Wilson, Democratic Party (United States), 0, 0, None, 1860 
Steen_Miles, Democratic Party (United States), 0, 0, None, 1946 
Stefani_Carter, Republican Party (United States), 0, 0, Catholic Church, 1978 
Stefanie_Mach, Democratic Party (United States), 0, 0, None, None 
Stella_Garza-Hicks, Republican Party (United States), 0, 0, None, None 
Stella_Hackel_Sims, Democratic Party (United States), 0, 0, None, 1926 
Steny_Hoyer, Democratic Party (United States), 0, 0, Baptists, 1939 
Stephanie_Bolden, Democratic Party (United States), 0, 0, None, 1946 
Stephanie_Chang, Democratic Party (United States), 0, 0, None, None 
Stephanie_Clayton, Republican Party (United States), 0, 0, None, None 
Stephanie_Flowers, Democratic Party (United States), 0, 0, None, None 
Stephanie_Garcia_Richard, Democratic Party (United States), 0, 0, None, None 
Stephanie_Herseth_Sandlin, Democratic Party (United States), 1, 0, Evangelical Lutheran Church in America, 1970 
Stephanie_Hilferty, Republican Party (United States), 0, 0, Catholic Church, None 
Stephanie_Howse, Democratic Party (United States), 0, 0, None, 1979 
Stephanie_Kifowit, Democratic Party (United States), 0, 0, Lutheranism, 1971 
Stephanie_Klick, Republican Party (United States), 0, 0, None, 1956 
Stephanie_Kopelousos, Republican Party (United States), 0, 0, Greek Orthodox Church, 1970 
Stephanie_Kunze, Republican Party (United States), 0, 0, None, None 
